,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
363,497954,1,546631,1389710,1.0,5.0,0.0,24.5352,155.046,37.2032,-32.8121
364,497954,0,578302,22386049,1.0,,,,,,
365,497954,0,620791,606786,1.0,,,,,,
366,497954,0,578978,14040487,1.0,,,,,,
367,497954,0,552765,432887,1.0,,,,,,
368,497954,1,552765,4608105,1.0,5.0,3.0,24.5352,155.046,-24.8,-111.06299999999999
369,483019,1,574136,10060652,1.0,4.0,4.0,3.31339,-162.255,-1.6001,-161.631
370,483019,0,620791,2025011,1.0,,,,,,
371,483019,0,474506,10980021,1.0,,,,,,
372,483019,1,568085,24513888,1.0,4.0,3.0,3.31339,-162.255,-24.965999999999998,-111.036
373,483019,1,568085,24465104,1.0,4.0,3.0,3.31339,-162.255,-24.965999999999998,-111.036
374,633599,1,574136,9945007,1.0,4.0,4.0,-4.394019999999999,-170.58700000000002,-1.6001,-161.631
375,633599,0,602415,23991164,1.0,,,,,,
376,633599,0,623468,3609606,1.0,,,,,,
377,633599,0,623468,28000099,1.0,,,,,,
378,633599,1,554701,14261506,1.0,4.0,5.0,-4.394019999999999,-170.58700000000002,19.2673,153.671
