row,Source,eType,Target,Time,Weight,SourceLocation,NodeType
630,573191,5,503701,31536000,489.56,,1
631,573191,5,644226,31536000,556.1,,1
632,573191,5,632961,31536000,248.51,,1
633,573191,5,473173,31536000,602.51,,1
634,620120,5,573191,31536000,455.75,,4
635,573191,5,575030,31536000,3294.21,,1
636,537659,5,630626,31536000,5167.85,,1
637,552988,5,537659,31536000,19763.6,,4
638,537659,5,567195,31536000,164.94,,1
639,537659,5,527449,31536000,173.95,,1
640,537659,5,459381,31536000,575.15,,1
641,537659,5,595298,31536000,977.19,,1
642,537659,5,466907,31536000,346.6,,1
643,537659,5,589943,31536000,744.01,,1
644,537659,5,577992,31536000,1840.94,,1
645,537659,5,537281,31536000,639.67,,1
646,537659,5,523927,31536000,986.01,,1
647,537659,5,580426,31536000,242.84,,1
648,537659,5,595581,31536000,495.47,,1
649,537659,5,616315,31536000,1733.66,,1
650,537659,5,642329,31536000,75.48,,1
651,537659,5,503701,31536000,3158.38,,1
652,537659,5,571970,31536000,27.39,,1
653,537659,5,473173,31536000,2104.89,,1
654,537659,5,620120,31536000,884.87,,1
655,537659,5,575030,31536000,915.15,,1
656,537659,5,621924,31536000,483.72,,1
657,564784,5,630626,31536000,2788.09,,1
658,510031,5,564784,31536000,478.98,,4
659,552988,5,564784,31536000,4933.09,,4
660,564784,5,567195,31536000,1153.34,,1
661,564784,5,527449,31536000,51.27,,1
662,564784,5,459381,31536000,205.21,,1
663,564784,5,595298,31536000,1084.22,,1
664,564784,5,466907,31536000,384.24,,1
665,564784,5,589943,31536000,1136.5,,1
666,564784,5,577992,31536000,2906.23,,1
667,564784,5,537281,31536000,302.45,,1
668,564784,5,523927,31536000,696.65,,1
669,564784,5,616315,31536000,1045.57,,1
670,564784,5,642329,31536000,817.36,,1
671,564784,5,503701,31536000,653.53,,1
672,564784,5,571970,31536000,72.71,,1
673,564784,5,473173,31536000,166.57,,1
674,564784,5,620120,31536000,705.53,,1
675,564784,5,621924,31536000,2761.6,,1
676,583737,5,536346,31536000,536.8,,1
677,552988,5,583737,31536000,57979.8,,4
678,583737,5,527449,31536000,846.82,,1
679,583737,5,459381,31536000,1888.55,,1
680,583737,5,595298,31536000,5505.53,,1
681,583737,5,466907,31536000,1910.39,,1
682,583737,5,606730,31536000,860.84,,1
683,583737,5,589943,31536000,6504.95,,1
684,583737,5,577992,31536000,4156.52,,1
685,583737,5,537281,31536000,619.21,,1
686,583737,5,523927,31536000,4155.72,,1
687,583737,5,580426,31536000,1019.42,,1
688,583737,5,595581,31536000,1524.63,,1
689,583737,5,616315,31536000,5561.98,,1
690,583737,5,642329,31536000,3448.41,,1
691,583737,5,503701,31536000,3894.94,,1
692,583737,5,571970,31536000,595.8,,1
693,583737,5,644226,31536000,2328.98,,1
694,583737,5,473173,31536000,872.62,,1
695,583737,5,620120,31536000,3024.01,,1
696,583737,5,575030,31536000,19128.6,,1
697,583737,5,621924,31536000,3426.46,,1
698,527214,5,640784,31536000,275.05,,1
699,527214,5,536346,31536000,1317.1,,1
700,510031,5,527214,31536000,752.64,,4
701,527214,5,520660,31536000,2348.38,,1
702,552988,5,527214,31536000,37340.7,,4
703,527214,5,567195,31536000,3637.65,,1
704,527214,5,527449,31536000,226.61,,1
705,527214,5,459381,31536000,654.33,,1
706,527214,5,595298,31536000,760.27,,1
707,527214,5,466907,31536000,180.56,,1
708,527214,5,589943,31536000,202.74,,1
709,527214,5,577992,31536000,664.31,,1
710,527214,5,523927,31536000,2206.27,,1
711,527214,5,580426,31536000,987.73,,1
712,527214,5,595581,31536000,4299.74,,1
713,527214,5,616315,31536000,1685.06,,1
714,527214,5,503701,31536000,1349.49,,1
715,527214,5,644226,31536000,749.62,,1
716,527214,5,632961,31536000,257.97,,1
717,527214,5,473173,31536000,368.51,,1
718,527214,5,620120,31536000,4166.22,,1
719,527214,5,575030,31536000,779.54,,1
720,527214,5,621924,31536000,443.32,,1
721,603212,5,630626,31536000,709.61,,1
722,552988,5,603212,31536000,2075.94,,4
723,603212,5,527449,31536000,65.57,,1
724,603212,5,459381,31536000,263.18,,1
725,603212,5,595298,31536000,565.61,,1
726,603212,5,466907,31536000,38.51,,1
727,603212,5,589943,31536000,189.89,,1
728,603212,5,577992,31536000,2272.83,,1
729,603212,5,537281,31536000,199.15,,1
730,603212,5,523927,31536000,487.85,,1
731,603212,5,595581,31536000,34.43,,1
732,603212,5,616315,31536000,387.85,,1
733,603212,5,503701,31536000,71.72,,1
734,603212,5,571970,31536000,35.06,,1
735,603212,5,473173,31536000,66.28,,1
736,603212,5,620120,31536000,334.8,,1
737,521273,5,640784,31536000,266.77,,1
738,521273,5,630626,31536000,5042.62,,1
739,510031,5,521273,31536000,125.71,,4
740,552988,5,521273,31536000,36448.1,,4
741,521273,5,567195,31536000,5578.11,,1
742,521273,5,527449,31536000,377.15,,1
743,521273,5,459381,31536000,797.53,,1
744,521273,5,595298,31536000,2058.52,,1
745,521273,5,466907,31536000,396.44,,1
746,521273,5,606730,31536000,1066.85,,1
747,521273,5,589943,31536000,2689.4,,1
748,521273,5,577992,31536000,1427.91,,1
749,521273,5,523927,31536000,2720.15,,1
750,521273,5,580426,31536000,544.51,,1
751,521273,5,595581,31536000,2566.95,,1
752,521273,5,616315,31536000,1677.25,,1
753,521273,5,642329,31536000,1315.74,,1
754,521273,5,503701,31536000,3304.29,,1
755,521273,5,571970,31536000,345.38,,1
756,521273,5,632961,31536000,312.19,,1
757,521273,5,473173,31536000,68.11,,1
758,521273,5,620120,31536000,3908.02,,1
759,521273,5,575030,31536000,14053.6,,1
760,521273,5,621924,31536000,803.52,,1
761,477333,5,536346,31536000,2185.21,,1
762,552988,5,477333,31536000,27596.7,,4
763,477333,5,527449,31536000,961.99,,1
764,477333,5,459381,31536000,1056.61,,1
765,477333,5,595298,31536000,5.79,,1
766,477333,5,466907,31536000,1184.56,,1
767,477333,5,606730,31536000,1797.02,,1
768,477333,5,589943,31536000,613.53,,1
769,477333,5,580426,31536000,702.97,,1
770,477333,5,595581,31536000,2047.02,,1
771,477333,5,616315,31536000,3630.64,,1
772,477333,5,642329,31536000,806.08,,1
773,477333,5,503701,31536000,841.88,,1
774,477333,5,571970,31536000,338.92,,1
775,477333,5,644226,31536000,2138.43,,1
776,477333,5,632961,31536000,2140.83,,1
777,477333,5,473173,31536000,1559.28,,1
778,477333,5,620120,31536000,405.82,,1
779,477333,5,575030,31536000,9161.45,,1
780,477333,5,621924,31536000,3824.69,,1
781,597450,5,640784,31536000,49.22,,1
782,597450,5,503218,31536000,102.47,,1
783,597450,5,630626,31536000,2241.7,,1
784,510031,5,597450,31536000,60.17,,4
785,552988,5,597450,31536000,1773.97,,4
786,597450,5,527449,31536000,147.08,,1
787,597450,5,459381,31536000,199.59,,1
788,597450,5,595298,31536000,301.88,,1
789,597450,5,466907,31536000,142.86,,1
790,597450,5,589943,31536000,660.7,,1
791,597450,5,595581,31536000,19.38,,1
792,597450,5,642329,31536000,566.73,,1
793,597450,5,503701,31536000,278.63,,1
794,597450,5,571970,31536000,7.24,,1
795,597450,5,632961,31536000,112.71,,1
796,597450,5,473173,31536000,182.77,,1
797,597450,5,620120,31536000,71.88,,1
798,591024,5,640784,31536000,1454.01,,1
799,591024,5,536346,31536000,922.33,,1
800,591024,5,520660,31536000,4459.87,,1
801,552988,5,591024,31536000,106949.0,,4
802,591024,5,527449,31536000,81.17,,1
803,591024,5,459381,31536000,2704.62,,1
804,591024,5,595298,31536000,5534.19,,1
805,591024,5,466907,31536000,1478.08,,1
806,591024,5,589943,31536000,6744.67,,1
807,591024,5,537281,31536000,601.11,,1
808,591024,5,523927,31536000,2191.22,,1
809,591024,5,595581,31536000,2273.8,,1
810,591024,5,616315,31536000,577.97,,1
811,591024,5,642329,31536000,1259.08,,1
812,591024,5,503701,31536000,4373.49,,1
813,591024,5,644226,31536000,2300.42,,1
814,591024,5,632961,31536000,194.7,,1
815,591024,5,473173,31536000,7341.4,,1
816,591024,5,620120,31536000,10829.2,,1
817,591024,5,575030,31536000,16685.0,,1
818,591024,5,621924,31536000,4009.46,,1
819,626174,5,536346,31536000,1318.95,,1
820,626174,5,520660,31536000,252.66,,1
821,552988,5,626174,31536000,19673.4,,4
822,626174,5,567195,31536000,5747.57,,1
823,626174,5,527449,31536000,282.31,,1
824,626174,5,459381,31536000,416.48,,1
825,626174,5,595298,31536000,1917.08,,1
826,626174,5,466907,31536000,305.25,,1
827,626174,5,537281,31536000,96.17,,1
828,626174,5,523927,31536000,1657.48,,1
829,626174,5,580426,31536000,595.18,,1
830,626174,5,595581,31536000,666.0,,1
831,626174,5,616315,31536000,892.0,,1
832,626174,5,503701,31536000,652.68,,1
833,626174,5,571970,31536000,66.19,,1
834,626174,5,644226,31536000,1389.59,,1
835,626174,5,473173,31536000,366.3,,1
836,626174,5,620120,31536000,4222.39,,1
837,626174,5,575030,31536000,3245.17,,1
838,626174,5,621924,31536000,1243.78,,1
839,638591,5,536346,31536000,2444.21,,1
840,552988,5,638591,31536000,5111.44,,4
841,638591,5,527449,31536000,127.23,,1
842,638591,5,459381,31536000,2248.74,,1
843,638591,5,595298,31536000,2720.82,,1
844,638591,5,466907,31536000,1139.36,,1
845,638591,5,537281,31536000,4.0,,1
846,638591,5,523927,31536000,3096.74,,1
847,638591,5,580426,31536000,314.49,,1
848,638591,5,595581,31536000,1254.78,,1
849,638591,5,616315,31536000,212.1,,1
850,638591,5,642329,31536000,3029.57,,1
851,638591,5,503701,31536000,4394.29,,1
852,638591,5,644226,31536000,2630.36,,1
853,638591,5,632961,31536000,935.41,,1
854,638591,5,473173,31536000,1604.72,,1
855,638591,5,620120,31536000,312.94,,1
856,462691,5,536346,31536000,1955.64,,1
857,552988,5,462691,31536000,15834.2,,4
858,462691,5,567195,31536000,1167.6,,1
859,462691,5,527449,31536000,136.69,,1
860,462691,5,459381,31536000,199.96,,1
861,462691,5,595298,31536000,610.88,,1
862,462691,5,466907,31536000,179.64,,1
863,462691,5,589943,31536000,1880.55,,1
864,462691,5,577992,31536000,1297.18,,1
865,462691,5,537281,31536000,144.98,,1
866,462691,5,523927,31536000,570.0,,1
867,462691,5,580426,31536000,388.56,,1
868,462691,5,595581,31536000,247.23,,1
869,462691,5,616315,31536000,598.91,,1
870,462691,5,642329,31536000,7.09,,1
871,462691,5,503701,31536000,1998.23,,1
872,462691,5,644226,31536000,644.57,,1
873,462691,5,632961,31536000,130.07,,1
874,462691,5,473173,31536000,48.45,,1
875,462691,5,620120,31536000,1862.25,,1
876,462691,5,621924,31536000,632.43,,1
877,643930,5,640784,31536000,180.82,,1
878,643930,5,536346,31536000,402.78,,1
879,510031,5,643930,31536000,450.33,,4
880,643930,5,520660,31536000,638.02,,1
881,552988,5,643930,31536000,7077.46,,4
882,643930,5,567195,31536000,1939.78,,1
883,643930,5,527449,31536000,165.11,,1
884,643930,5,459381,31536000,166.14,,1
885,643930,5,595298,31536000,1007.05,,1
886,643930,5,466907,31536000,330.52,,1
887,643930,5,577992,31536000,919.98,,1
888,643930,5,523927,31536000,71.09,,1
889,643930,5,580426,31536000,122.97,,1
890,643930,5,595581,31536000,1.71,,1
891,643930,5,616315,31536000,363.61,,1
892,643930,5,642329,31536000,255.71,,1
893,643930,5,503701,31536000,1353.19,,1
894,643930,5,571970,31536000,6.26,,1
895,643930,5,644226,31536000,254.41,,1
896,643930,5,632961,31536000,232.46,,1
897,643930,5,473173,31536000,944.48,,1
898,643930,5,620120,31536000,534.48,,1
899,643930,5,575030,31536000,2428.41,,1
900,479674,5,630626,31536000,11623.5,,1
901,552988,5,479674,31536000,30745.0,,4
902,479674,5,567195,31536000,5066.88,,1
903,479674,5,527449,31536000,880.74,,1
904,479674,5,459381,31536000,1991.87,,1
905,479674,5,595298,31536000,5430.02,,1
906,479674,5,466907,31536000,1424.25,,1
907,479674,5,589943,31536000,2365.3,,1
908,479674,5,537281,31536000,637.92,,1
909,479674,5,523927,31536000,7055.65,,1
910,479674,5,642329,31536000,2169.21,,1
911,479674,5,503701,31536000,2574.8,,1
912,479674,5,571970,31536000,158.63,,1
913,479674,5,632961,31536000,790.74,,1
914,479674,5,473173,31536000,8436.76,,1
915,620120,5,479674,31536000,6153.55,,4
916,479674,5,575030,31536000,10549.1,,1
917,479674,5,621924,31536000,5332.23,,1
918,495487,5,640784,31536000,51.34,,1
919,495487,5,536346,31536000,607.62,,1
920,495487,5,520660,31536000,5966.32,,1
921,552988,5,495487,31536000,129703.0,,4
922,495487,5,567195,31536000,2096.9,,1
923,495487,5,527449,31536000,503.21,,1
924,495487,5,459381,31536000,679.73,,1
925,495487,5,595298,31536000,5569.59,,1
926,495487,5,466907,31536000,946.51,,1
927,495487,5,589943,31536000,681.48,,1
928,495487,5,577992,31536000,437.29,,1
929,495487,5,537281,31536000,195.47,,1
930,495487,5,523927,31536000,5719.44,,1
931,495487,5,580426,31536000,177.12,,1
932,495487,5,616315,31536000,748.63,,1
933,495487,5,642329,31536000,3038.89,,1
934,495487,5,503701,31536000,1210.81,,1
935,495487,5,571970,31536000,83.11,,1
936,495487,5,644226,31536000,2287.45,,1
937,495487,5,632961,31536000,1510.42,,1
938,495487,5,473173,31536000,4236.14,,1
939,495487,5,620120,31536000,18247.0,,1
940,495487,5,575030,31536000,556.88,,1
941,495487,5,621924,31536000,1495.74,,1
942,479674,5,630626,31536000,11623.5,,1
943,552988,5,479674,31536000,30745.0,,4
944,479674,5,567195,31536000,5066.88,,1
945,479674,5,527449,31536000,880.74,,1
946,479674,5,459381,31536000,1991.87,,1
947,479674,5,595298,31536000,5430.02,,1
948,479674,5,466907,31536000,1424.25,,1
949,479674,5,589943,31536000,2365.3,,1
950,479674,5,537281,31536000,637.92,,1
951,479674,5,523927,31536000,7055.65,,1
952,479674,5,642329,31536000,2169.21,,1
953,479674,5,503701,31536000,2574.8,,1
954,479674,5,571970,31536000,158.63,,1
955,479674,5,632961,31536000,790.74,,1
956,479674,5,473173,31536000,8436.76,,1
957,620120,5,479674,31536000,6153.55,,4
958,479674,5,575030,31536000,10549.1,,1
959,479674,5,621924,31536000,5332.23,,1
960,537659,5,630626,31536000,5167.85,,1
961,552988,5,537659,31536000,19763.6,,4
962,537659,5,567195,31536000,164.94,,1
963,537659,5,527449,31536000,173.95,,1
964,537659,5,459381,31536000,575.15,,1
965,537659,5,595298,31536000,977.19,,1
966,537659,5,466907,31536000,346.6,,1
967,537659,5,589943,31536000,744.01,,1
968,537659,5,577992,31536000,1840.94,,1
969,537659,5,537281,31536000,639.67,,1
970,537659,5,523927,31536000,986.01,,1
971,537659,5,580426,31536000,242.84,,1
972,537659,5,595581,31536000,495.47,,1
973,537659,5,616315,31536000,1733.66,,1
974,537659,5,642329,31536000,75.48,,1
975,537659,5,503701,31536000,3158.38,,1
976,537659,5,571970,31536000,27.39,,1
977,537659,5,473173,31536000,2104.89,,1
978,537659,5,620120,31536000,884.87,,1
979,537659,5,575030,31536000,915.15,,1
980,537659,5,621924,31536000,483.72,,1
981,466429,5,630626,31536000,9077.04,,1
982,510031,5,466429,31536000,3719.03,,4
983,552988,5,466429,31536000,55834.9,,4
984,466429,5,567195,31536000,2964.44,,1
985,466429,5,527449,31536000,849.34,,1
986,466429,5,459381,31536000,390.36,,1
987,466429,5,595298,31536000,1076.38,,1
988,466429,5,466907,31536000,500.48,,1
989,466429,5,577992,31536000,1738.39,,1
990,466429,5,537281,31536000,1930.78,,1
991,466429,5,580426,31536000,1894.04,,1
992,466429,5,595581,31536000,620.28,,1
993,466429,5,642329,31536000,785.6,,1
994,466429,5,503701,31536000,370.59,,1
995,466429,5,632961,31536000,757.42,,1
996,466429,5,473173,31536000,193.27,,1
997,466429,5,620120,31536000,9524.16,,1
998,466429,5,575030,31536000,15739.5,,1
999,466429,5,621924,31536000,123.43,,1
1000,583737,5,536346,31536000,536.8,,1
1001,552988,5,583737,31536000,57979.8,,4
1002,583737,5,527449,31536000,846.82,,1
1003,583737,5,459381,31536000,1888.55,,1
1004,583737,5,595298,31536000,5505.53,,1
1005,583737,5,466907,31536000,1910.39,,1
1006,583737,5,606730,31536000,860.84,,1
1007,583737,5,589943,31536000,6504.95,,1
1008,583737,5,577992,31536000,4156.52,,1
1009,583737,5,537281,31536000,619.21,,1
1010,583737,5,523927,31536000,4155.72,,1
1011,583737,5,580426,31536000,1019.42,,1
1012,583737,5,595581,31536000,1524.63,,1
1013,583737,5,616315,31536000,5561.98,,1
1014,583737,5,642329,31536000,3448.41,,1
1015,583737,5,503701,31536000,3894.94,,1
1016,583737,5,571970,31536000,595.8,,1
1017,583737,5,644226,31536000,2328.98,,1
1018,583737,5,473173,31536000,872.62,,1
1019,583737,5,620120,31536000,3024.01,,1
1020,583737,5,575030,31536000,19128.6,,1
1021,583737,5,621924,31536000,3426.46,,1
1022,462691,5,536346,31536000,1955.64,,1
1023,552988,5,462691,31536000,15834.2,,4
1024,462691,5,567195,31536000,1167.6,,1
1025,462691,5,527449,31536000,136.69,,1
1026,462691,5,459381,31536000,199.96,,1
1027,462691,5,595298,31536000,610.88,,1
1028,462691,5,466907,31536000,179.64,,1
1029,462691,5,589943,31536000,1880.55,,1
1030,462691,5,577992,31536000,1297.18,,1
1031,462691,5,537281,31536000,144.98,,1
1032,462691,5,523927,31536000,570.0,,1
1033,462691,5,580426,31536000,388.56,,1
1034,462691,5,595581,31536000,247.23,,1
1035,462691,5,616315,31536000,598.91,,1
1036,462691,5,642329,31536000,7.09,,1
1037,462691,5,503701,31536000,1998.23,,1
1038,462691,5,644226,31536000,644.57,,1
1039,462691,5,632961,31536000,130.07,,1
1040,462691,5,473173,31536000,48.45,,1
1041,462691,5,620120,31536000,1862.25,,1
1042,462691,5,621924,31536000,632.43,,1
1043,626174,5,536346,31536000,1318.95,,1
1044,626174,5,520660,31536000,252.66,,1
1045,552988,5,626174,31536000,19673.4,,4
1046,626174,5,567195,31536000,5747.57,,1
1047,626174,5,527449,31536000,282.31,,1
1048,626174,5,459381,31536000,416.48,,1
1049,626174,5,595298,31536000,1917.08,,1
1050,626174,5,466907,31536000,305.25,,1
1051,626174,5,537281,31536000,96.17,,1
1052,626174,5,523927,31536000,1657.48,,1
1053,626174,5,580426,31536000,595.18,,1
1054,626174,5,595581,31536000,666.0,,1
1055,626174,5,616315,31536000,892.0,,1
1056,626174,5,503701,31536000,652.68,,1
1057,626174,5,571970,31536000,66.19,,1
1058,626174,5,644226,31536000,1389.59,,1
1059,626174,5,473173,31536000,366.3,,1
1060,626174,5,620120,31536000,4222.39,,1
1061,626174,5,575030,31536000,3245.17,,1
1062,626174,5,621924,31536000,1243.78,,1
1063,603212,6,499467,2246400,4.0,4.0,1
1064,597450,6,499467,2937600,7.0,4.0,1
1065,474123,6,499467,4924800,3.0,4.0,1
1066,573678,6,499467,5184000,3.0,4.0,1
1067,495487,6,499467,9763200,1.0,1.0,1
1068,542731,6,499467,10022400,1.0,1.0,1
1069,564804,6,499467,10800000,2.0,1.0,1
1070,600971,6,499467,23587200,0.0,4.0,1
1071,589043,6,499467,23587200,1.0,4.0,1
1072,643930,6,499467,26265600,5.0,4.0,1
1073,474123,6,616453,8726400,2.0,4.0,1
1074,495487,6,616453,10195200,3.0,4.0,1
1075,603212,6,616453,11232000,3.0,4.0,1
1076,564784,6,616453,23760000,3.0,0.0,1
1077,600971,6,616453,24019200,3.0,0.0,1
1078,479674,6,616453,24019200,5.0,0.0,1
1079,584511,6,616453,24883200,4.0,0.0,1
1080,542731,6,616453,21859200,1.0,1.0,1
1081,552243,6,616453,24710400,0.0,1.0,1
1082,575811,6,616453,27907200,4.0,1.0,1
1083,501914,6,625756,1209600,3.0,4.0,1
1084,600971,6,625756,2505600,5.0,4.0,1
1085,573191,6,625756,2505600,5.0,4.0,1
1086,603212,6,625756,2505600,4.0,4.0,1
1087,536173,6,625756,10627200,5.0,0.0,1
1088,479674,6,625756,12009600,3.0,0.0,1
1089,630700,6,625756,16934400,2.0,0.0,1
1090,564804,6,625756,15897600,2.0,1.0,1
1091,536173,6,625756,16416000,4.0,1.0,1
1092,542731,6,625756,17366400,2.0,1.0,1
1093,495487,6,625756,19353600,3.0,1.0,1
1094,529018,6,625756,26092800,3.0,2.0,1
1095,479674,6,625756,27216000,2.0,2.0,1
1096,462691,6,625756,29203200,2.0,2.0,1
1097,600971,6,657173,15465600,5.0,4.0,1
1098,501914,6,657173,15465600,4.0,4.0,1
1099,643930,6,657173,15465600,2.0,4.0,1
1100,474123,6,657173,15465600,1.0,4.0,1
1101,600971,6,657173,25401600,1.0,5.0,1
1102,529018,6,657173,26179200,0.0,5.0,1
1103,493846,6,657173,27475200,4.0,5.0,1
1104,474123,6,561157,7084800,1.0,4.0,1
1105,573191,6,561157,9244800,0.0,4.0,1
1106,571938,6,561157,9849600,0.0,4.0,1
1107,481408,6,561157,17712000,4.0,3.0,1
1108,626174,6,561157,23155200,1.0,3.0,1
1109,462691,6,561157,24019200,6.0,3.0,1
1110,481408,6,509607,11836800,4.0,3.0,1
1111,552243,6,509607,20995200,0.0,3.0,1
1112,594696,6,509607,31363200,5.0,3.0,1
1113,564784,2,547205,22653139,4.0,,1
1114,583737,3,547205,22653139,4.0,,1
1115,564784,2,547205,19623898,80.0,,1
1116,583737,3,547205,19623898,80.0,,1
